n_test,n_positive,n_negative,positive_prevalence,majority_class,model_mean_acc,model_mean_f1,always_positive_acc_mean,always_positive_f1_mean,always_positive_acc_pooled,always_positive_f1_pooled,always_negative_acc_mean,always_negative_f1_mean,always_negative_acc_pooled,always_negative_f1_pooled,majority_acc_mean,majority_f1_mean,model_beats_always_positive_acc,model_beats_always_positive_f1,model_beats_always_negative_acc,model_beats_majority_acc,model_beats_majority_f1
956,458,498,0.4790794979079498,negative,0.8233542690788225,0.8257028376391743,0.47905596397471717,0.6463407069589955,0.4790794979079498,0.6478076379066479,0.5209440360252828,0.0,0.5209205020920502,0.0,0.5209440360252828,0.0,True,True,True,True,True
